retriever,config,param_topk,param_topk_e,param_cost_e,param_tie_break,qid,question,kind,validated,answer_node_recall,skipped_reason,edge_recall,edge_precision,nodes,edges,chars,node_fraction,connected,param_gen_k,param_gen_hops,param_gen_cap,param_inner_topk,param_inner_topk_e,param_inner_cost_e,param_inner_tie_break,param_k,patient
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,drug-2,drug administration: mycophenolate mofetil,entity,False,0.05102040816326531,,,0.0,11,10,2272,0.0005798018131983976,True,,,,,,,,,replica-4
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-0,"lungenentzuendung, grad zwei, rechts",entity,False,1.0,,,0.0,11,10,2299,0.0005798018131983976,True,,,,,,,,,replica-4
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,0.0,,,0.0,11,10,2381,0.0005798018131983976,True,,,,,,,,,replica-4
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,analyte-0,lab result: creatinine,entity,False,0.0003586800573888092,,,0.0,11,10,2452,0.0005798018131983976,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-4
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,analyte-1,lab result: urea,entity,False,0.000689655172413793,,,0.0,11,10,2151,0.0005798018131983976,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-4
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,analyte-2,lab result: sodium,entity,False,0.0009596928982725527,,,0.0,11,10,2180,0.0005798018131983976,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-4
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,drug-0,drug administration: tacrolimus,entity,False,0.014245014245014245,,,0.0,11,10,1997,0.0005798018131983976,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-4
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,drug-1,drug administration: ciclosporin,entity,False,0.035842293906810034,,,0.0,11,10,2050,0.0005798018131983976,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-4
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,drug-2,drug administration: mycophenolate mofetil,entity,False,0.05102040816326531,,,0.0,11,10,2272,0.0005798018131983976,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-4
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,dx-named-0,"lungenentzuendung, grad zwei, rechts",entity,False,1.0,,,0.0,11,10,2299,0.0005798018131983976,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-4
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,0.0,,,0.0,11,10,2381,0.0005798018131983976,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-4
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,analyte-0,lab result: creatinine,entity,False,0.0003586800573888092,,,0.0,11,10,2452,0.0005798018131983976,True,,,,,,,,10.0,replica-4
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,analyte-1,lab result: urea,entity,False,0.000689655172413793,,,0.0,11,10,2151,0.0005798018131983976,True,,,,,,,,10.0,replica-4
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,analyte-2,lab result: sodium,entity,False,0.0009596928982725527,,,0.0,11,10,2180,0.0005798018131983976,True,,,,,,,,10.0,replica-4
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,drug-0,drug administration: tacrolimus,entity,False,0.014245014245014245,,,0.0,11,10,1997,0.0005798018131983976,True,,,,,,,,10.0,replica-4
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,drug-1,drug administration: ciclosporin,entity,False,0.035842293906810034,,,0.0,11,10,2050,0.0005798018131983976,True,,,,,,,,10.0,replica-4
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,drug-2,drug administration: mycophenolate mofetil,entity,False,0.05102040816326531,,,0.0,11,10,2272,0.0005798018131983976,True,,,,,,,,10.0,replica-4
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-0,"lungenentzuendung, grad zwei, rechts",entity,False,1.0,,,0.0,11,10,1923,0.0005798018131983976,True,,,,,,,,10.0,replica-4
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,0.0,,,0.0,11,10,1992,0.0005798018131983976,True,,,,,,,,10.0,replica-4
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,analyte-0,lab result: creatinine,entity,False,0.0008960573476702509,,,0.0,11,10,2409,0.0017391304347826088,True,,,,,,,,,replica-5
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,analyte-1,lab result: urea,entity,False,0.0017331022530329288,,,0.0,11,10,2109,0.0017391304347826088,True,,,,,,,,,replica-5
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,analyte-2,lab result: sodium,entity,False,0.0024330900243309003,,,0.0,11,10,2143,0.0017391304347826088,True,,,,,,,,,replica-5
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,drug-0,drug administration: tacrolimus,entity,False,0.03875968992248062,,,0.0,11,10,1966,0.0017391304347826088,True,,,,,,,,,replica-5
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,drug-1,drug administration: ciclosporin,entity,False,0.09433962264150944,,,0.0,11,10,2019,0.0017391304347826088,True,,,,,,,,,replica-5
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,drug-2,drug administration: mycophenolate mofetil,entity,False,0.1388888888888889,,,0.0,11,10,2241,0.0017391304347826088,True,,,,,,,,,replica-5
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-0,"herzinsuffizienz, ohne angabe",entity,False,1.0,,,0.0,10,9,1469,0.0015810276679841897,True,,,,,,,,,replica-5
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,0.0,,,0.0,10,9,1516,0.0015810276679841897,True,,,,,,,,,replica-5
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,analyte-0,lab result: creatinine,entity,False,0.0008960573476702509,,,0.0,11,10,2409,0.0017391304347826088,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-5
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,analyte-1,lab result: urea,entity,False,0.0017331022530329288,,,0.0,11,10,2109,0.0017391304347826088,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-5
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,analyte-2,lab result: sodium,entity,False,0.0024330900243309003,,,0.0,11,10,2143,0.0017391304347826088,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-5
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,drug-0,drug administration: tacrolimus,entity,False,0.03875968992248062,,,0.0,11,10,1966,0.0017391304347826088,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-5
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,drug-1,drug administration: ciclosporin,entity,False,0.09433962264150944,,,0.0,11,10,2019,0.0017391304347826088,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-5
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,drug-2,drug administration: mycophenolate mofetil,entity,False,0.1388888888888889,,,0.0,11,10,2241,0.0017391304347826088,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-5
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,dx-named-0,"herzinsuffizienz, ohne angabe",entity,False,1.0,,,0.0,10,9,1469,0.0015810276679841897,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-5
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,0.0,,,0.0,10,9,1516,0.0015810276679841897,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-5
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,analyte-0,lab result: creatinine,entity,False,0.0008960573476702509,,,0.0,11,10,2409,0.0017391304347826088,True,,,,,,,,10.0,replica-5
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,analyte-1,lab result: urea,entity,False,0.0017331022530329288,,,0.0,11,10,2109,0.0017391304347826088,True,,,,,,,,10.0,replica-5
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,analyte-2,lab result: sodium,entity,False,0.0024330900243309003,,,0.0,11,10,2143,0.0017391304347826088,True,,,,,,,,10.0,replica-5
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,drug-0,drug administration: tacrolimus,entity,False,0.03875968992248062,,,0.0,11,10,1966,0.0017391304347826088,True,,,,,,,,10.0,replica-5
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,drug-1,drug administration: ciclosporin,entity,False,0.09433962264150944,,,0.0,11,10,2019,0.0017391304347826088,True,,,,,,,,10.0,replica-5
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,drug-2,drug administration: mycophenolate mofetil,entity,False,0.1388888888888889,,,0.0,11,10,2241,0.0017391304347826088,True,,,,,,,,10.0,replica-5
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-0,"herzinsuffizienz, ohne angabe",entity,False,1.0,,,0.0,11,10,1617,0.0017391304347826088,True,,,,,,,,10.0,replica-5
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,0.0,,,0.0,10,10,1549,0.0015810276679841897,True,,,,,,,,10.0,replica-5
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,analyte-0,lab result: creatinine,entity,False,0.0006422607578676942,,,0.0,11,10,2389,0.0011596036263967953,True,,,,,,,,,replica-6
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,analyte-1,lab result: urea,entity,False,0.0012345679012345679,,,0.0,11,10,2109,0.0011596036263967953,True,,,,,,,,,replica-6
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,analyte-2,lab result: sodium,entity,False,0.0017271157167530224,,,0.0,11,10,2137,0.0011596036263967953,True,,,,,,,,,replica-6
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,drug-0,drug administration: tacrolimus,entity,False,0.02617801047120419,,,0.0,11,10,1966,0.0011596036263967953,True,,,,,,,,,replica-6
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,drug-1,drug administration: ciclosporin,entity,False,0.06622516556291391,,,0.0,11,10,2019,0.0011596036263967953,True,,,,,,,,,replica-6
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,drug-2,drug administration: mycophenolate mofetil,entity,False,0.09523809523809523,,,0.0,11,10,2241,0.0011596036263967953,True,,,,,,,,,replica-6
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-0,"herzinsuffizienz, grad eins, links",entity,False,1.0,,,0.0,11,10,2259,0.0011596036263967953,True,,,,,,,,,replica-6
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,0.0,,,0.0,11,10,2277,0.0011596036263967953,True,,,,,,,,,replica-6
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,analyte-0,lab result: creatinine,entity,False,0.0006422607578676942,,,0.0,11,10,2389,0.0011596036263967953,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-6
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,analyte-1,lab result: urea,entity,False,0.0012345679012345679,,,0.0,11,10,2109,0.0011596036263967953,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-6
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,analyte-2,lab result: sodium,entity,False,0.0017271157167530224,,,0.0,11,10,2137,0.0011596036263967953,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-6
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,drug-0,drug administration: tacrolimus,entity,False,0.02617801047120419,,,0.0,11,10,1966,0.0011596036263967953,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-6
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,drug-1,drug administration: ciclosporin,entity,False,0.06622516556291391,,,0.0,11,10,2019,0.0011596036263967953,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-6
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,drug-2,drug administration: mycophenolate mofetil,entity,False,0.09523809523809523,,,0.0,11,10,2241,0.0011596036263967953,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-6
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,dx-named-0,"herzinsuffizienz, grad eins, links",entity,False,1.0,,,0.0,11,10,2259,0.0011596036263967953,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-6
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,0.0,,,0.0,11,10,2277,0.0011596036263967953,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-6
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,analyte-0,lab result: creatinine,entity,False,0.0006422607578676942,,,0.0,11,10,2405,0.0011596036263967953,True,,,,,,,,10.0,replica-6
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,analyte-1,lab result: urea,entity,False,0.0012345679012345679,,,0.0,11,10,2109,0.0011596036263967953,True,,,,,,,,10.0,replica-6
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,analyte-2,lab result: sodium,entity,False,0.0017271157167530224,,,0.0,11,10,2137,0.0011596036263967953,True,,,,,,,,10.0,replica-6
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,drug-0,drug administration: tacrolimus,entity,False,0.02617801047120419,,,0.0,11,10,1966,0.0011596036263967953,True,,,,,,,,10.0,replica-6
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,drug-1,drug administration: ciclosporin,entity,False,0.06622516556291391,,,0.0,11,10,2019,0.0011596036263967953,True,,,,,,,,10.0,replica-6
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,drug-2,drug administration: mycophenolate mofetil,entity,False,0.09523809523809523,,,0.0,11,10,2241,0.0011596036263967953,True,,,,,,,,10.0,replica-6
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-0,"herzinsuffizienz, grad eins, links",entity,False,1.0,,,0.0,11,10,2037,0.0011596036263967953,True,,,,,,,,10.0,replica-6
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,0.0,,,0.0,11,10,2002,0.0011596036263967953,True,,,,,,,,10.0,replica-6
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,analyte-0,lab result: creatinine,entity,False,0.0005040322580645161,,,0.0,11,10,2410,0.0008697027197975965,True,,,,,,,,,replica-7
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,analyte-1,lab result: urea,entity,False,0.000968054211035818,,,0.0,11,10,2108,0.0008697027197975965,True,,,,,,,,,replica-7
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,analyte-2,lab result: sodium,entity,False,0.001349527665317139,,,0.0,11,10,2143,0.0008697027197975965,True,,,,,,,,,replica-7
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,drug-0,drug administration: tacrolimus,entity,False,0.020491803278688523,,,0.0,11,10,1997,0.0008697027197975965,True,,,,,,,,,replica-7
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,drug-1,drug administration: ciclosporin,entity,False,0.05154639175257732,,,0.0,11,10,2050,0.0008697027197975965,True,,,,,,,,,replica-7
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,drug-2,drug administration: mycophenolate mofetil,entity,False,0.07407407407407407,,,0.0,11,10,2272,0.0008697027197975965,True,,,,,,,,,replica-7
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-0,"lungenentzuendung, grad vier, links",entity,False,1.0,,,0.0,11,10,2281,0.0008697027197975965,True,,,,,,,,,replica-7
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,0.0,,,0.0,11,10,2323,0.0008697027197975965,True,,,,,,,,,replica-7
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,analyte-0,lab result: creatinine,entity,False,0.0005040322580645161,,,0.0,11,10,2410,0.0008697027197975965,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-7
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,analyte-1,lab result: urea,entity,False,0.000968054211035818,,,0.0,11,10,2108,0.0008697027197975965,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-7
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,analyte-2,lab result: sodium,entity,False,0.001349527665317139,,,0.0,11,10,2143,0.0008697027197975965,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-7
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,drug-0,drug administration: tacrolimus,entity,False,0.020491803278688523,,,0.0,11,10,1997,0.0008697027197975965,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-7
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,drug-1,drug administration: ciclosporin,entity,False,0.05154639175257732,,,0.0,11,10,2050,0.0008697027197975965,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-7
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,drug-2,drug administration: mycophenolate mofetil,entity,False,0.07407407407407407,,,0.0,11,10,2272,0.0008697027197975965,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-7
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,dx-named-0,"lungenentzuendung, grad vier, links",entity,False,1.0,,,0.0,11,10,2281,0.0008697027197975965,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-7
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,0.0,,,0.0,11,10,2323,0.0008697027197975965,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-7
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,analyte-0,lab result: creatinine,entity,False,0.0005040322580645161,,,0.0,11,10,2410,0.0008697027197975965,True,,,,,,,,10.0,replica-7
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,analyte-1,lab result: urea,entity,False,0.000968054211035818,,,0.0,11,10,2108,0.0008697027197975965,True,,,,,,,,10.0,replica-7
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,analyte-2,lab result: sodium,entity,False,0.001349527665317139,,,0.0,11,10,2143,0.0008697027197975965,True,,,,,,,,10.0,replica-7
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,drug-0,drug administration: tacrolimus,entity,False,0.020491803278688523,,,0.0,11,10,1997,0.0008697027197975965,True,,,,,,,,10.0,replica-7
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,drug-1,drug administration: ciclosporin,entity,False,0.05154639175257732,,,0.0,11,10,2050,0.0008697027197975965,True,,,,,,,,10.0,replica-7
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,drug-2,drug administration: mycophenolate mofetil,entity,False,0.07407407407407407,,,0.0,11,10,2272,0.0008697027197975965,True,,,,,,,,10.0,replica-7
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-named-0,"lungenentzuendung, grad vier, links",entity,False,1.0,,,0.0,11,10,2071,0.0008697027197975965,True,,,,,,,,10.0,replica-7
top-k triples (KAPING),top-k triples (KAPING)(k=10),,,,,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,0.0,,,0.0,11,10,2121,0.0008697027197975965,True,,,,,,,,10.0,replica-7
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,analyte-0,lab result: creatinine,entity,False,0.0004154549231408392,,,0.0,11,10,2433,0.0006957621758380771,True,,,,,,,,,replica-8
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,analyte-1,lab result: urea,entity,False,0.0008,,,0.0,11,10,2148,0.0006957621758380771,True,,,,,,,,,replica-8
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,analyte-2,lab result: sodium,entity,False,0.0011123470522803114,,,0.0,11,10,2293,0.0006957621758380771,True,,,,,,,,,replica-8
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,drug-0,drug administration: tacrolimus,entity,False,0.01669449081803005,,,0.0,11,10,1997,0.0006957621758380771,True,,,,,,,,,replica-8
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,drug-1,drug administration: ciclosporin,entity,False,0.0423728813559322,,,0.0,11,10,2050,0.0006957621758380771,True,,,,,,,,,replica-8
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,drug-2,drug administration: mycophenolate mofetil,entity,False,0.06097560975609756,,,0.0,11,10,2272,0.0006957621758380771,True,,,,,,,,,replica-8
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-named-0,"lungenentzuendung, mit komplikationen, links",entity,False,1.0,,,0.0,11,10,2469,0.0006957621758380771,True,,,,,,,,,replica-8
PCST,"PCST(topk=10, topk_e=0, cost_e=0.5, tie_break=stable)",10.0,0.0,0.5,stable,dx-codeonly-0,"chronische erkrankung, grad eins",entity,False,0.0,,,0.0,11,10,2309,0.0006957621758380771,True,,,,,,,,,replica-8
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,analyte-0,lab result: creatinine,entity,False,0.0004154549231408392,,,0.0,11,10,2433,0.0006957621758380771,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-8
PCST after seed expansion,"PCST after seed expansion(gen_k=10, gen_hops=2, gen_cap=2000, inner_topk=10, inner_topk_e=0, inner_cost_e=0.5, inner_tie_break=stable)",,,,,analyte-1,lab result: urea,entity,False,0.0008,,,0.0,11,10,2148,0.0006957621758380771,True,10.0,2.0,2000.0,10.0,0.0,0.5,stable,,replica-8
